LVs	V(G)/Vlvs	SE	zscore	pval	LV_AUC	pwys
112	0.072324	0.087321	0.828254371800598	0.203763228703719	0.825783972125436	1.REACTOME_MRNA_PROCESSING,2.REACTOME_CELL_CYCLE_MITOTIC,
36	0.070831	0.062297	1.13698894007737	0.12777145459627	0	no-related-pathways
31	0.070123	0.083397	0.840833603127211	0.200220579610895	0	no-related-pathways
2	0.067913	0.073994	0.917817660891424	0.179357167283575	0.752049180327869	1.REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,2.REACTOME_IMMUNE_SYSTEM,3.KEGG_CHEMOKINE_SIGNALING_PATHWAY,
7	0.066182	0.091332	0.72463101651119	0.234339212771574	0.525735294117647	1.REACTOME_CELL_CYCLE,2.REACTOME_HEMOSTASIS,
11	0.065607	0.081238	0.807590044068047	0.209663309965795	0	no-related-pathways
73	0.063625	0.081411	0.78152829470219	0.217245920923785	0.470175438596491	1.REACTOME_CELL_CYCLE,2.REACTOME_NEURONAL_SYSTEM,
97	0.061559	0.084904	0.725042400829172	0.234213009333328	0.493226600985222	1.REACTOME_CELL_CYCLE,2.REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,3.REACTOME_GENERIC_TRANSCRIPTION_PATHWAY,
20	0.061385	0.075879	0.808985358267768	0.2092617841473	0	no-related-pathways
3	0.060223	0.095321	0.631791525477072	0.263761555977339	0.897233201581028	1.REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,2.REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK,3.KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,
91	0.054387	0.075124	0.723963047761035	0.234544210675393	0	no-related-pathways
60	0.051637	0.080699	0.63987162170535	0.261128032346263	0.227272727272727	1.REACTOME_GENERIC_TRANSCRIPTION_PATHWAY,
65	0.050255	0.107287	0.468416490348318	0.319743388848297	0	no-related-pathways
106	0.046237	0.066962	0.690496102266957	0.244941130118362	0	no-related-pathways
24	0.043515	0.056864	0.765246904895892	0.222062266995407	0	no-related-pathways
6	0.043488	0.084804	0.512805999716994	0.30404351624633	0.282327586206897	1.KEGG_PATHWAYS_IN_CANCER,
46	0.039921	0.070571	0.565685621572601	0.285803755633341	0	no-related-pathways
104	0.039573	0.072563	0.545360583217342	0.292752772210601	0.302013422818792	1.REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS,
17	0.038046	0.06046	0.629275554085346	0.264584336333179	0.394648829431438	1.REACTOME_METABOLISM_OF_CARBOHYDRATES,
76	0.036439	0.053301	0.683645710211816	0.247099456513653	0.639455782312925	1.KEGG_MAPK_SIGNALING_PATHWAY,
47	0.035147	0.048476	0.725039194653024	0.23421399277041	0.127118644067797	1.REACTOME_DEVELOPMENTAL_BIOLOGY,
5	0.034111	0.043106	0.791328353361481	0.21437620352702	0.581834532374101	1.REACTOME_SIGNALING_BY_ERBB2,2.KEGG_CHEMOKINE_SIGNALING_PATHWAY,3.REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK,
64	0.030828	0.050304	0.612833969465649	0.269993063614403	0	no-related-pathways
81	0.029585	0.053185	0.556265864435461	0.289014559551649	0	no-related-pathways
14	0.024968	0.061511	0.405911137845263	0.342403947039646	0.627926421404682	1.REACTOME_METABOLISM_OF_CARBOHYDRATES,
61	0.02328	0.049324	0.471981185629714	0.318470108965871	0.579661016949153	1.PID_TCR_PATHWAY,
58	0.023184	0.04693	0.494012358832303	0.31064872564524	0.349667774086379	1.REACTOME_SIGNALING_BY_ERBB2,
57	0.021939	0.073926	0.296769742715689	0.383321153571104	0.600595238095238	1.REACTOME_GENERIC_TRANSCRIPTION_PATHWAY,2.KEGG_MAPK_SIGNALING_PATHWAY,
100	0.021731	0.046241	0.469950909366147	0.319195045402499	0	no-related-pathways
27	0.021435	0.05528	0.387753256150506	0.349099320206182	1	1.PID_TCR_PATHWAY,2.KEGG_CELL_ADHESION_MOLECULES_CAMS,3.REACTOME_TCR_SIGNALING,
40	0.01959	0.058148	0.336898947513242	0.368096539376012	0.574166666666667	1.REACTOME_NEURONAL_SYSTEM,
59	0.01745	0.05598	0.311718470882458	0.377627244592853	0.835164835164835	1.KEGG_CELL_ADHESION_MOLECULES_CAMS,2.REACTOME_GPCR_DOWNSTREAM_SIGNALING,3.REACTOME_SIGNALING_BY_GPCR,
82	0.01703	0.047031	0.362101592566605	0.358638056796936	0.918439716312057	1.KEGG_CELL_ADHESION_MOLECULES_CAMS,2.REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,3.KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,
63	0.016896	0.048002	0.351985333944419	0.36242463068559	0.572742474916388	1.REACTOME_METABOLISM_OF_CARBOHYDRATES,
44	0.015163	0.043763	0.346479903114503	0.364491042490704	0.256711409395973	1.REACTOME_HIV_INFECTION,
22	0.013631	0.0369	0.36940379403794	0.355913385216166	0.611295681063123	1.PID_CMYB_PATHWAY,
23	0.012398	0.044944	0.275854396582414	0.391329950771702	0.459459459459459	1.PID_CD8TCRDOWNSTREAMPATHWAY,
105	0.008673	0.038492	0.22531954691884	0.410865347184706	0.498338870431894	1.PID_P53DOWNSTREAMPATHWAY,
1	0.008607	0.034333	0.250691754288877	0.401026218137649	0.269933554817276	1.PID_P53DOWNSTREAMPATHWAY,
101	0.002314	0.031541	0.073364826733458	0.470757903171189	0.283783783783784	1.REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES,
33	0.001101	0.028541	0.0385760835289583	0.48461418533754	0	no-related-pathways
9	0.001023	0.031544	0.0324308901851382	0.48706421431651	0	no-related-pathways
8	1e-06	0.130882	7.64047004171697e-06	0.499996951893458	0.62	1.REACTOME_AXON_GUIDANCE,
10	1e-06	0.03537	2.82725473565168e-05	0.499988720885486	0.557308970099668	1.PID_P53DOWNSTREAMPATHWAY,
15	1e-06	0.063488	1.57510080645161e-05	0.499993716256924	1	1.REACTOME_GPCR_DOWNSTREAM_SIGNALING,2.REACTOME_GPCR_LIGAND_BINDING,
16	1e-06	0.032723	3.05595452739663e-05	0.499987808505322	0.744107744107744	1.REACTOME_GENERIC_TRANSCRIPTION_PATHWAY,
18	1e-06	0.168186	5.94579810447956e-06	0.499997627969745	0.834545454545455	1.REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS,2.KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,
28	1e-06	0.080542	1.24158823967619e-05	0.499995046779564	0	no-related-pathways
29	1e-06	0.042913	2.33029618064456e-05	0.499990703463278	0.60121107266436	1.REACTOME_NEURONAL_SYSTEM,2.REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES,
41	1e-06	0.047438	2.10801467178212e-05	0.499991590238198	0.540268456375839	1.REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,
45	1e-06	0.136324	7.33546550864118e-06	0.499997073572662	0.458477508650519	1.REACTOME_GPCR_DOWNSTREAM_SIGNALING,
51	1e-06	0.062577	1.59803122553015e-05	0.499993624777788	0.563839285714286	1.REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,2.KEGG_PATHWAYS_IN_CANCER,
52	1e-06	0.133151	7.5102702946279e-06	0.499997003835642	0.473995271867612	1.REACTOME_AXON_GUIDANCE,2.REACTOME_GPCR_LIGAND_BINDING,
56	1e-06	0.162241	6.1636700957218e-06	0.499997541051396	0	no-related-pathways
62	1e-06	0.045232	2.21082419525999e-05	0.499991180087541	0	no-related-pathways
68	1e-06	0.062529	1.59925794431384e-05	0.499993619883888	0.424242424242424	1.REACTOME_GENERIC_TRANSCRIPTION_PATHWAY,
71	1e-06	0.078031	1.28154195127577e-05	0.499994887387315	0	no-related-pathways
72	1e-06	0.100864	9.91434010152284e-06	0.499996044750551	0.989399293286219	1.PID_IL12_2PATHWAY,2.REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS,
75	1e-06	0.126316	7.91665347224421e-06	0.499996841712211	0.505	1.REACTOME_AXON_GUIDANCE,
79	1e-06	0.088874	1.12518846906857e-05	0.499995511147463	0.692176870748299	1.KEGG_MAPK_SIGNALING_PATHWAY,
86	1e-06	0.073887	1.35341805730372e-05	0.499994600643139	0.412207357859532	1.REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK,
94	1e-06	0.075805	1.31917419695271e-05	0.499994737256376	0.399501661129568	1.PID_CMYB_PATHWAY,
95	1e-06	0.040872	2.44666275200626e-05	0.499990239227824	0.651624548736462	1.REACTOME_GENERIC_TRANSCRIPTION_PATHWAY,2.KEGG_PATHWAYS_IN_CANCER,
96	1e-06	0.045659	2.19014871109748e-05	0.499991262570788	0.470790378006873	1.KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,
98	1e-06	0.157953	6.33099719536824e-06	0.499997474297542	0	no-related-pathways
102	1e-06	0.08238	1.21388686574411e-05	0.499995157292056	0	no-related-pathways
107	1e-06	0.040772	2.45266359266163e-05	0.499990215287934	0.659722222222222	1.REACTOME_CELL_CYCLE,2.KEGG_WNT_SIGNALING_PATHWAY,
108	1e-06	0.062427	1.60187098531084e-05	0.499993609459362	0	no-related-pathways
110	1e-06	0.118493	8.43931709046104e-06	0.499996633199595	0.746503496503496	1.REACTOME_METABOLISM_OF_PROTEINS,2.REACTOME_CELL_CYCLE,
