LVs	Heritability	SE	zscore	pval
50	1e-06	0.157363	6.3547339590628e-06	0.499997464827943
51	1e-06	0.056271	1.77711432176432e-05	0.4999929103396
52	1e-06	0.079832	1.25263052410061e-05	0.499995002727222
55	1e-06	0.049491	2.02056939645592e-05	0.499991939094373
57	1e-06	0.059415	1.68307666414205e-05	0.499993285495576
58	1e-06	0.118177	8.46188344601741e-06	0.499996624196922
60	1e-06	0.070565	1.41713313965847e-05	0.499994346456736
61	1e-06	0.072573	1.37792291899191e-05	0.499994502882885
63	1e-06	0.181892	5.49776790623007e-06	0.499997806707934
68	1e-06	0.117293	8.52565796765365e-06	0.499996598754568
69	1e-06	0.122443	8.16706549169818e-06	0.499996741812269
70	1e-06	0.080905	1.23601755144923e-05	0.499995069003394
71	1e-06	0.325529	3.07192293159749e-06	0.49999877448006
73	1e-06	0.13197	7.57747973024172e-06	0.499996977022957
74	1e-06	0.085897	1.16418501228215e-05	0.499995355573764
79	1e-06	0.137223	7.28740808756549e-06	0.499997092744799
80	1e-06	0.313923	3.18549453209864e-06	0.499998729171547
81	1e-06	0.069186	1.44537912294395e-05	0.499994233771567
82	1e-06	0.064949	1.53966958690665e-05	0.49999385760704
83	1e-06	0.081403	1.22845595371178e-05	0.499995099169805
84	1e-06	0.175539	5.69673975583773e-06	0.499997727329651
85	1e-06	0.077194	1.29543746923336e-05	0.499994831952219
89	1e-06	0.08778	1.13921166552746e-05	0.499995455203003
94	1e-06	0.34435	2.90402207056774e-06	0.499998841462813
95	1e-06	0.295196	3.38757977750376e-06	0.499998648551199
97	1e-06	0.120953	8.26767422056501e-06	0.499996701675193
99	1e-06	0.10274	9.73330737784699e-06	0.499996116972159
100	1e-06	0.173977	5.74788621484449e-06	0.499997706925166
