geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	database	userId
GO:0009891	positive regulation of biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0009891	1859	124	65.63478032096816	1.8892422492101504	1.7300605392733814e-12	2.1039530423216002e-10	136;335;654;814;824;864;902;904;940;942;943;1028;1277;1855;1876;1938;1991;1997;2034;2069;2099;2113;2149;2260;2308;2355;2627;2908;2962;2972;3065;3178;3191;3398;3551;3565;3662;3726;4092;4094;4209;4216;4772;4791;4793;4854;4929;5187;5295;5467;5588;5591;5598;5604;5607;5873;5966;5970;5979;5981;6198;6497;6595;6602;6610;6615;6720;6721;6775;6829;7040;7057;7098;7376;7476;7481;7525;7704;8013;8061;8312;8317;8398;8607;8767;8811;8864;9261;9441;9451;9619;9970;9975;9984;10155;10267;10488;11108;11315;22927;22933;23129;23175;23236;23291;23462;23493;23541;27043;27230;28514;57332;57521;64768;83667;84246;84433;114548;115650;116986;133746;135112;161882;376497	geneontology_Biological_Process	CCNT1;WNT11;PLXND1;PER2;CCNH;SIRT2;PIK3R1;RAMP1;NR4A2;IRF4;MAF;GALR2;FOSL2;NR4A3;JMY;CD86;REL;NR3C1;STAT4;SMARCA2;SKI;NFKBIB;RFC1;MEF2D;SEC14L2;FOXO1;NFATC1;SESN2;PRDM4;THBS1;RUNX3;YES1;NR1I3;EREG;HNRNPL;SREBF2;SMPD2;BMP6;CBX8;NOTCH3;BRF1;TGFB1;SLC27A1;EPAS1;AXIN1;ETS1;PPARD;FGFR1;HABP4;RPTOR;RET;CD28;AGAP2;CARD11;IL4;ZFPM1;PLA2G6;IPPK;TRIM28;CAMK4;NR1H2;NLRP3;PRKDC;NR1D2;TNFRSF13C;RIPK2;RUVBL1;CDKN1C;FBXW11;PER1;PRKCQ;HEY1;COL1A1;ID2;MAP2K5;SERP1;GATA6;DLL1;EEF2;MED26;SMAD7;FOSL1;IKBKB;HEY2;HDAC1;F2R;NCOA7;ZBTB16;MAPK7;ESR1;WNT7A;MAP2K1;ABCG1;APOA1;GTF2F1;ELF1;LPIN1;HNRNPA1;ELANE;MAPKAPK2;TNFRSF8;CDC7;ADORA2B;CREB3;TLR3;RPS6KB1;SMARCD1;RAB27A;SREBF1;SNAI1;JUNB;PELP1;PARK7;RELA;SUPT5H;MED10;NFKB2;THOC1;E2F6;CAPN2;PLCB1;EIF2AK3;MAP3K4;DVL1
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	http://reactome.org/PathwayBrowser/#/R-HSA-9006934	430	48	15.181794264667191	3.1616816275603927	1.730615650785694e-12	2.1039530423216002e-10	10000;10019;10458;11059;1277;1291;1292;145957;1839;1846;2069;2099;2254;2260;2324;2591;26018;26999;2889;2962;3178;3708;382;3914;4914;5045;5140;5295;5528;5578;558;5598;5607;5770;5867;673;6776;7057;7410;7525;801;8027;8651;8851;8874;8877;9047;9261	pathway_Reactome	PIK3R1;NTRK1;RAPGEF1;SH2D2A;LRIG1;DUSP4;CDK5R1;ARHGEF7;ARF6;VAV2;ITPR1;FGF9;THBS1;YES1;NRG4;EREG;PDE3B;SOCS1;FGFR1;STAM;FURIN;CYFIP2;PTPN1;SH2B3;BAIAP2;COL1A1;MAP2K5;STAT5A;PRKCA;AXL;SPHK1;LAMB3;GALNT3;AKT3;WWP1;MAPK7;ESR1;COL6A1;GTF2F1;HNRNPA1;MAPKAPK2;COL6A2;PPP2R5D;HBEGF;CALM1;FLT4;RAB4A;BRAF
HP:0001939	Abnormality of metabolism/homeostasis	http://compbio.charite.de/hpoweb/showterm?id=HP:0001939	1736	118	61.292081031307546	1.9252079226960244	1.9546586571550506e-12	2.3583252858978284e-10	92609;3242;335;197131;1716;3594;1604;7040;2073;8792;3702;2175;5250;29851;5295;4791;7374;5336;79087;5873;1277;843;940;115650;1991;84433;1493;3543;7133;3551;4864;1027;1028;84876;2767;5979;4854;2099;4175;613;3178;5589;11277;5657;3560;114548;6775;10352;5236;2260;51422;9451;1291;29072;5528;23020;1583;2627;2639;54941;673;138050;2908;28514;9128;9150;5096;23530;5116;27235;2673;2683;23175;56983;8398;1292;3939;51604;10155;5826;132158;7284;8942;435;10841;191;5860;2956;1491;3418;1717;5195;5264;3105;2317;2324;7476;5604;3575;23169;5922;3914;9184;2591;25;4353;330;501;4914;79001;5621;10019;2581;10892;10907;7128;23529;81693	phenotype_Human_Phenotype_Ontology	BCR;B4GALT1;PRPF4;PIK3R1;NTRK1;RNF125;ALG12;ABL1;HGSNAT;CTH;PEX14;MCM6;TNFAIP3;PIGT;MALT1;PHYH;NR3C1;GALC;STAT4;CDKN1B;ORAI1;CTLA4;IL12RB1;PCNT;TXNL4A;DHCR7;GCDH;GFPT1;TNFRSF11A;NOTCH3;TGFB1;UBR1;AMN;FGFR1;LDHA;SLC35D1;RET;PRNP;CD28;CLCF1;PCCB;CARD11;PLA2G6;IGLL1;ITK;TRIM28;VKORC1;FANCA;KYNU;RASA2;CTDP1;SLC25A3;IL7R;PRKAG2;NLRP3;ABCD4;TNFRSF1B;SH2B3;TNFRSF13C;ICOS;ASL;DGUOK;CDKN1C;COL1A1;PGM1;POGLUT1;BUB3;GATA6;PLCG2;DLL1;FTCD;WARS2;PRTN3;SNRNP200;IKBKB;CYP11A1;TIMM50;LAMB3;GALNT3;ESR1;WNT7A;MAP2K1;APOA1;SETD2;TUFM;COL6A1;CASP10;COQ2;FLNB;LPIN1;HNRNPA1;ELANE;CD55;COL6A2;PPP2R5D;IL2RB;RAB27A;MSH6;GLYCTK;AHCY;NNT;PRKCSH;ALDH7A1;MPO;IDH2;FLT4;BIRC3;NFKB2;NPC1;TREX1;BRAF;EIF2AK3;ERCC5;UNG;QDPR;HPD;HLA-A;GNA11
GO:0030217	T cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0030217	222	33	7.838042620363062	4.210234824988923	2.624345185608945e-12	3.1425053703765457e-10	25;639;673;814;864;925;940;942;1235;1493;1540;2175;3565;3575;3594;3662;3702;3707;4092;5591;5734;6304;6647;7040;7704;8651;8744;8767;10125;10892;84433;114548;161882	geneontology_Biological_Process	SATB1;ITPKB;ABL1;IRF4;CD86;MALT1;CTLA4;IL12RB1;RUNX3;PRDM1;RASGRP1;SOCS1;TGFB1;CCR6;PTGER4;CD28;CARD11;IL4;ZFPM1;ITK;FANCA;CAMK4;IL7R;NLRP3;PRKDC;RIPK2;TNFSF9;SMAD7;ZBTB16;CD8A;SOD1;CYLD;BRAF
PA445051	Necrosis	https://www.pharmgkb.org/disease/PA445051	346	42	12.2160484083136	3.4381003247676234	2.8765878568037806e-12	3.4188461348848516e-10	7133;7128;8795;5970;3551;3604;7293;9618;3565;330;8792;7040;8744;115650;9020;843;1540;4791;943;8767;9261;8567;1326;7098;114548;56616;4793;6348;5966;842;9021;3587;58191;8877;4216;578;10892;5734;940;1493;23308;4772	disease_GLAD4U	MADD;TNFRSF9;BAK1;MAP3K8;TNFAIP3;MALT1;REL;NFKBIB;MAP3K14;NFATC1;CTLA4;TNFRSF4;ICOSLG;TNFRSF11A;TGFB1;TRAF4;CASP9;IL10RA;PTGER4;CD28;TNFRSF10B;IL4;NLRP3;TNFRSF1B;TNFRSF13C;RIPK2;TNFSF9;IKBKB;SPHK1;CXCL16;SOCS3;DIABLO;CASP10;MAPKAPK2;TNFRSF8;TLR3;CCL3;RELA;CYLD;BIRC3;NFKB2;MAP3K4
GO:0001933	negative regulation of protein phosphorylation	http://amigo.geneontology.org/amigo/term/GO:0001933	361	43	12.745645882662457	3.3737011365184473	2.9827251779579456e-12	3.518731939567277e-10	25;578;801;868;1027;1028;1540;1609;1739;1844;1846;1847;1850;1855;2308;2889;4092;4771;5187;5528;5576;5591;5621;5770;7016;7040;7128;7430;8651;8661;9021;11171;11315;22933;23171;23530;26524;27250;50855;51422;56937;57521;80824	geneontology_Biological_Process	SIRT2;DUSP16;PDCD4;ABL1;RAPGEF1;BAK1;STRAP;TNFAIP3;PARD6A;CBLB;DUSP4;CDKN1B;PMEPA1;NF2;FOXO1;PRKAR2A;DUSP5;EZR;SOCS1;TGFB1;RPTOR;DUSP2;PRNP;DGKQ;PRKAG2;PRKDC;PTPN1;TESK1;CDKN1C;PER1;GPD1L;DLG1;LATS2;SMAD7;SOCS3;PPP2R5D;DUSP8;PARK7;NNT;CALM1;CYLD;EIF3A;DVL1
GO:0018193	peptidyl-amino acid modification	http://amigo.geneontology.org/amigo/term/GO:0018193	1142	88	40.320021047092865	2.1825385432517015	3.0654367932925197e-12	3.589716644851226e-10	25;27;335;558;578;613;673;801;814;868;960;1453;1455;1459;1491;1609;1839;2043;2069;2081;2254;2260;2324;2591;3551;3565;3595;3662;3702;3716;4092;4249;4771;4914;5187;5528;5578;5584;5588;5591;5598;5604;5607;5621;5770;5903;5970;5979;6198;6776;6789;7016;7040;7525;8312;8317;8535;8607;8651;8767;8851;8877;8974;9021;9024;9261;9451;10000;10155;10450;11108;11315;22933;23067;23171;23529;26524;29072;51422;53938;56983;57521;57731;63917;79001;135112;145957;619373	geneontology_Biological_Process	GALNT11;BCR;SIRT2;MBOAT4;NTRK1;ABL1;IRF4;BAK1;SPTBN4;IL12RB2;CTH;ERN1;CBLB;CDK5R1;NF2;FGF9;PRDM4;YES1;NRG4;EREG;JAK1;CSNK1D;EPHA4;RANBP2;SOCS1;TGFB1;AXIN1;FGFR1;RPTOR;RET;PRNP;CLCF1;IL4;CSNK2A2;ITK;DGKQ;TRIM28;VKORC1;CAMK4;PRKAG2;PRKDC;PTPN1;TESK1;RIPK2;RUVBL1;PER1;PRKCQ;PRKCI;GPD1L;POGLUT1;MAP2K5;STAT5A;LATS2;SMAD7;PRKCA;MGAT5;IKBKB;BRSK2;AXL;SPHK1;NCOA7;GALNT3;AKT3;SOCS3;MAPK7;MAP2K1;APOA1;CD44;SETD2;ABL2;P4HA2;MAPKAPK2;CDC7;PPP2R5D;CSNK1G2;RPS6KB1;PPIL3;STK4;HBEGF;PARK7;RELA;CALM1;CBX4;FLT4;PPIE;BRAF;EIF2AK3;SETD1B
GO:0051347	positive regulation of transferase activity	http://amigo.geneontology.org/amigo/term/GO:0051347	600	58	21.18389897395422	2.7379284649776454	3.4985347951987933e-12	4.066982857542772e-10	25;136;673;801;894;904;1027;1326;1609;1739;1847;1991;2043;2069;2081;2149;2260;2889;3565;4216;4293;4914;5294;5576;5588;5604;5607;5621;5770;5903;5979;6647;6789;7040;7057;7098;7410;7481;8312;8567;8651;8767;8792;8795;8851;9020;9261;9618;10125;10892;11214;11315;23043;51422;51429;57521;116986;376497	geneontology_Biological_Process	CCNT1;WNT11;MADD;NTRK1;ABL1;RAPGEF1;MAP3K8;ERN1;MALT1;CDKN1B;CDK5R1;VAV2;MAP3K14;PRKAR2A;DUSP5;SNX9;THBS1;EREG;RASGRP1;EPHA4;AKAP13;RANBP2;TNFRSF11A;SOCS1;TGFB1;SLC27A1;TRAF4;AXIN1;FGFR1;RPTOR;RET;MAP3K9;PRNP;TNFRSF10B;AGAP2;IL4;DGKQ;PRKAG2;PTPN1;RIPK2;PRKCQ;CCND2;MAP2K5;DLG1;TNIK;F2R;MAP2K1;ELANE;MAPKAPK2;ADORA2B;TLR3;SOD1;STK4;PARK7;CALM1;PIK3CG;BRAF;MAP3K4
R-HSA-449147	Signaling by Interleukins	http://reactome.org/PathwayBrowser/#/R-HSA-449147	440	48	15.534859247566429	3.08982522693402	3.994138353391463e-12	4.609467204066119e-10	1326;1846;2308;23198;23291;23529;27250;2889;3313;3551;3560;3565;3575;3587;3594;3595;3635;3662;3716;3726;4001;4791;4793;5055;50615;5295;5528;5598;5604;5657;5711;5717;5970;6348;6627;6647;6775;6776;6810;7040;7133;7525;7534;8651;8767;9021;9261;942	pathway_Reactome	PIK3R1;PDCD4;RAPGEF1;IRF4;IL12RB2;IL21R;MAP3K8;CD86;DUSP4;STAT4;PSMD5;NFKBIB;FOXO1;IL12RB1;INPP5D;YES1;JAK1;SOCS1;TGFB1;PSME4;IL10RA;CLCF1;IL4;IL7R;TNFRSF1B;RIPK2;FBXW11;STAT5A;PRTN3;IKBKB;STX4;LMNB1;SERPINB2;SOCS3;HSPA9;MAPK7;MAP2K1;MAPKAPK2;PSMD11;SOD1;PPP2R5D;IL2RB;CCL3;JUNB;SNRPA1;RELA;YWHAZ;NFKB2
HP:0001574	Abnormality of the integument	http://compbio.charite.de/hpoweb/showterm?id=HP:0001574	1819	121	64.22252038937121	1.88407429771357	4.125810804112007e-12	4.727169990380419e-10	8514;3914;6497;6775;197131;5922;5195;6228;673;1717;2254;5604;10000;25;4914;9791;5295;6595;1277;2260;3313;80326;3575;10804;613;54941;6904;138050;5979;2972;5116;4094;1855;9150;8139;2961;435;2908;29072;4854;2073;1493;4791;2767;9060;940;7133;7040;7476;23169;5873;56983;558;3242;5932;5500;2317;2324;11277;5264;9817;1291;1292;330;114548;10892;4001;23529;5621;2099;2175;51422;28960;335;51604;23020;4597;6709;2627;8792;23129;10907;4771;23236;8942;10999;4864;843;2956;84876;9128;115650;9184;1027;1028;3090;1145;5250;29851;1235;5336;9451;3418;1540;3594;5657;1583;1716;10019;5980;3587;1991;84433;3543;7128;5096;8795;2591;6789;11178;7293	phenotype_Human_Phenotype_Ontology	PLXND1;BCR;PRPF4;PIK3R1;NTRK1;RNF125;ABL1;MAF;HGSNAT;PAPSS2;CHRNE;PEX14;TNFAIP3;PIGT;MVD;MALT1;PHYH;NR3C1;STAT4;CDKN1B;SMARCA2;SKI;ORAI1;NF2;CTLA4;IL12RB1;FGF9;TNFRSF4;HIC1;PCNT;TXNL4A;DHCR7;TNFRSF11A;NOTCH3;BRF1;TGFB1;CCR6;UBR1;DCPS;IL10RA;FGFR1;SLC35D1;RET;PRNP;CD28;CLCF1;TNFRSF10B;PCCB;CARD11;PPP1CB;IGLL1;KCNAB2;FANCA;KYNU;RASA2;GJB6;CTDP1;SLC25A3;IL7R;PRKAG2;NLRP3;TNFRSF1B;SH2B3;LZTS1;TNFRSF13C;ICOS;ASL;DGUOK;CDKN1C;COL1A1;POGLUT1;BUB3;GATA6;PLCG2;KEAP1;GTF2E2;PRTN3;SNRNP200;WNT10A;CYP11A1;AXL;TBCD;LAMB3;LMNB1;GALNT3;AKT3;HSPA9;ESR1;WNT7A;MAP2K1;GAN;APOA1;SETD2;REV3L;COL6A1;CASP10;FLNB;ELANE;COL6A2;RAB27A;MSH6;SPTAN1;PTDSS1;STK4;SLC27A4;IDH2;FLT4;RBBP8;CYLD;RPS23;BIRC3;NFKB2;NPC1;TREX1;PLCB1;BRAF;EIF2AK3;ERCC5;HPD;GNA11;DVL1
GO:0050870	positive regulation of T cell activation	http://amigo.geneontology.org/amigo/term/GO:0050870	190	30	6.708234675085503	4.472115460036082	5.456080032217869e-12	6.206680756650128e-10	864;921;940;942;1326;1493;1540;1604;1803;3113;3133;3565;3575;3594;3707;5133;5295;5588;7040;7525;7704;8651;8744;8767;10125;10892;29851;84433;114548;115650	geneontology_Biological_Process	PIK3R1;ITPKB;MAP3K8;CD86;MALT1;PDCD1;CTLA4;IL12RB1;CD5;RUNX3;YES1;RASGRP1;SOCS1;TGFB1;DPP4;CD28;CARD11;IL4;IL7R;NLRP3;TNFRSF13C;ICOS;RIPK2;PRKCQ;TNFSF9;ZBTB16;CD55;HLA-DPA1;CYLD;HLA-E
PA446295	Lentivirus Infections	https://www.pharmgkb.org/disease/PA446295	444	48	15.676085240726124	3.061988963628308	5.537126313015506e-12	6.254203805750706e-10	3105;904;6348;3575;3133;3676;5133;7374;10663;940;3811;3108;3565;3118;3127;3838;3113;5903;10000;23198;50489;925;5970;5711;5717;1235;11277;54205;942;842;4791;5294;3587;643;7410;5588;3804;1656;113026;9437;3809;9616;5576;4772;7098;3702;7293;1803	disease_GLAD4U	CCNT1;NCR1;CD86;PSMD5;PDCD1;VAV2;NFATC1;PRKAR2A;TNFRSF4;DDX6;RANBP2;CCR6;PSME4;CASP9;IL10RA;KPNA2;CXCR6;DPP4;CD28;IL4;ITK;RNF7;ITGA4;KIR3DL1;IL7R;CYCS;PRKCQ;HLA-DQA2;KIR2DL3;CD207;KIR2DS4;AKT3;HLA-DRB5;CD8A;PLCD3;CXCR5;HLA-DPA1;PSMD11;TLR3;CCL3;RELA;PIK3CG;HLA-DMA;HLA-E;NFKB2;TREX1;UNG;HLA-A
GO:0002521	leukocyte differentiation	http://amigo.geneontology.org/amigo/term/GO:0002521	477	50	16.841199684293606	2.968909634545267	6.2068128414694e-12	6.961246571355047e-10	25;558;578;639;673;814;864;925;940;942;1235;1493;1540;2175;2194;3398;3565;3575;3594;3635;3662;3676;3702;3707;3726;4092;4914;5295;5336;5578;5591;5657;5734;6304;6348;6647;7040;7098;7704;8651;8744;8767;8792;10125;10892;23529;28514;84433;114548;161882	geneontology_Biological_Process	SATB1;PIK3R1;ITPKB;NTRK1;ABL1;IRF4;BAK1;CD86;MALT1;CTLA4;IL12RB1;INPP5D;RUNX3;FASN;PRDM1;RASGRP1;TNFRSF11A;SOCS1;TGFB1;CCR6;PTGER4;CD28;CLCF1;CARD11;IL4;ZFPM1;ITK;ITGA4;FANCA;CAMK4;IL7R;NLRP3;PRKDC;RIPK2;ID2;PLCG2;DLL1;TNFSF9;SMAD7;PRKCA;PRTN3;AXL;ZBTB16;CD8A;TLR3;SOD1;CCL3;JUNB;CYLD;BRAF
GO:0042327	positive regulation of phosphorylation	http://amigo.geneontology.org/amigo/term/GO:0042327	986	79	34.81220731386477	2.26931889976814	6.611156067037882e-12	7.362886120534637e-10	25;136;558;654;673;801;894;904;960;1027;1326;1453;1609;1739;1839;1847;1855;1991;2043;2069;2081;2149;2254;2260;2324;2889;3487;3565;4216;4293;4914;5151;5294;5576;5578;5604;5607;5621;5770;5903;5979;6348;6647;6789;7040;7057;7098;7410;7476;7481;7525;8312;8398;8567;8651;8767;8792;8795;8851;8877;9020;9021;9261;9618;10125;10637;10892;11214;11315;11331;23043;23236;23529;51422;51429;57521;83729;116986;376497	geneontology_Biological_Process	CCNT1;WNT11;MADD;NTRK1;ABL1;RAPGEF1;MAP3K8;ERN1;MALT1;CDKN1B;CDK5R1;VAV2;MAP3K14;PRKAR2A;DUSP5;SNX9;FGF9;THBS1;YES1;EREG;CSNK1D;RASGRP1;EPHA4;AKAP13;RANBP2;BMP6;TNFRSF11A;SOCS1;TGFB1;SLC27A1;TRAF4;AXIN1;FGFR1;RPTOR;RET;MAP3K9;PRNP;CLCF1;TNFRSF10B;AGAP2;IL4;PLA2G6;PDE8A;DGKQ;IGFBP4;PRKAG2;PTPN1;RIPK2;CCND2;MAP2K5;DLG1;TNIK;PRKCA;AXL;SPHK1;F2R;LEFTY1;SOCS3;WNT7A;MAP2K1;INHBE;CD44;ELANE;MAPKAPK2;PHB2;ADORA2B;TLR3;SOD1;CCL3;STK4;HBEGF;PARK7;CALM1;FLT4;PIK3CG;PLCB1;BRAF;MAP3K4;DVL1
PA166131574	autoimmunity	https://www.pharmgkb.org/disease/PA166131574	217	32	7.661510128913443	4.176722272967646	7.028377879692016e-12	7.773190702220489e-10	1493;7128;11277;5133;29851;6775;5657;3809;921;3811;3802;3105;115650;3002;940;868;10019;7293;3804;3575;114548;5336;943;7098;942;10125;10892;3565;5588;29933;558;7040	disease_GLAD4U	TNFAIP3;CBLB;CD86;MALT1;STAT4;PDCD1;CTLA4;TNFRSF4;CD5;GPR132;RASGRP1;TGFB1;KIR2DL1;CD28;IL4;KIR3DL1;GZMB;IL7R;NLRP3;SH2B3;TNFRSF13C;ICOS;PRKCQ;KIR2DL3;PLCG2;PRTN3;AXL;KIR2DS4;TNFRSF8;TLR3;TREX1;HLA-A
GO:0002250	adaptive immune response	http://amigo.geneontology.org/amigo/term/GO:0002250	371	43	13.098710865561694	3.282765795911481	7.454259431938226e-12	8.187347290555048e-10	639;814;924;925;940;942;1235;1493;1604;1739;2956;3133;3543;3565;3575;3594;3635;3662;3702;4092;4791;5294;5588;5873;7040;7128;7133;7374;8767;8792;9984;10892;11277;23529;50852;54941;56253;84174;84876;114548;115650;117157;118460	geneontology_Biological_Process	SLA2;RNF125;IRF4;CD7;TNFAIP3;CD86;MALT1;ORAI1;CTLA4;IL12RB1;INPP5D;PRDM1;TNFRSF11A;TGFB1;CCR6;CD28;CLCF1;IL4;IGLL1;ITK;CAMK4;IL7R;NLRP3;TNFRSF1B;TNFRSF13C;RIPK2;PRKCQ;DLG1;CRTAM;SMAD7;TRAT1;CD8A;CD55;RAB27A;MSH6;PIK3CG;SH2D1B;HLA-E;NFKB2;THOC1;TREX1;UNG;EXOSC6
GO:0002768	immune response-regulating cell surface receptor signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0002768	313	39	11.050933964746118	3.529113478047643	7.813749647311852e-12	8.52340937555401e-10	25;673;784;801;940;1493;1540;1997;2359;2889;3113;3118;3127;3384;3543;3551;3635;3702;3802;4772;5295;5336;5338;5588;5621;5970;7410;7430;7525;8013;8398;8767;10458;10892;26999;50852;84174;84433;131450	geneontology_Biological_Process	SLA2;PIK3R1;ABL1;RAPGEF1;NR4A3;MALT1;VAV2;NFATC1;CTLA4;INPP5D;YES1;ICAM2;EZR;PLD2;KIR2DL1;PRNP;CD28;CARD11;PLA2G6;IGLL1;ITK;CYFIP2;CD200R1;BAIAP2;RIPK2;PRKCQ;HLA-DQA2;PLCG2;TRAT1;IKBKB;HLA-DRB5;ELF1;CACNB3;HLA-DPA1;FPR3;RELA;CALM1;CYLD;BRAF
R-HSA-1643685	Disease	http://reactome.org/PathwayBrowser/#/R-HSA-1643685	991	79	34.98873980531439	2.257869258497867	8.512301974406e-12	9.222239540434691e-10	10000;1027;10999;1104;138050;145957;1583;1839;191;1938;2069;2099;2132;2254;2260;2308;23169;23198;23462;23493;2591;2673;2683;28514;2956;2961;2962;29851;3065;3551;3838;4001;4791;4854;5045;50852;5096;5236;5295;5525;5527;5528;5604;5711;5717;5826;5903;5905;5922;5970;613;6166;6228;6383;673;6775;6776;6829;7040;7057;7098;79087;79139;79720;801;8027;814;81693;824;8312;842;8851;902;904;9060;9150;940;942;9672	pathway_Reactome	PPP2R5C;VPS37B;CCNT1;BCR;CCNH;B4GALT1;PIK3R1;ALG12;HGSNAT;PAPSS2;DERL1;CD86;STAT4;CDKN1B;PSMD5;CDK5R1;FOXO1;FGF9;THBS1;NRG4;EREG;GFPT1;RANBP2;NOTCH3;TGFB1;RANGAP1;PSME4;CASP9;AXIN1;AMN;FGFR1;RCC1;KPNA2;SLC35D1;STAM;CD28;PCCB;FURIN;CAMK4;RASA2;CTDP1;ABCD4;ICOS;HEY1;PGM1;DLL1;GTF2E2;EEF2;STAT5A;TRAT1;IKBKB;CYP11A1;HEY2;HDAC1;LMNB1;GALNT3;AKT3;ESR1;MAP2K1;EXT2;GTF2F1;PPP2R5A;PSMD11;TLR3;PPP2R5D;MSH6;SDC2;RPL36AL;HBEGF;AHCY;RELA;SUPT5H;CALM1;SLC27A4;RPS23;NFKB2;CAPN2;SDC3;BRAF
PA443842	Death	https://www.pharmgkb.org/disease/PA443842	389	44	13.73422783478032	3.2036748282692065	9.653833288325586e-12	1.0388307361477926e-9	5133;8795;27250;578;842;843;56616;3002;6647;330;8567;11315;54205;2021;9451;5318;1677;2081;7416;6789;114548;8851;7128;8477;8767;2308;3551;83667;11186;5294;9020;5591;3708;5970;5621;7133;6610;23529;3604;4914;3313;22933;5604;23171	disease_GLAD4U	SIRT2;MADD;TNFRSF9;PDCD4;NTRK1;BAK1;ERN1;TNFAIP3;CDK5R1;PDCD1;MAP3K14;FOXO1;SESN2;ITPR1;SMPD2;CASP9;PRNP;CLCF1;TNFRSF10B;GZMB;NLRP3;PRKDC;TNFRSF1B;CYCS;RIPK2;PKP2;GPD1L;VDAC1;DFFB;IKBKB;RASSF1;GPR65;HSPA9;DIABLO;MAP2K1;CASP10;ENDOG;SOD1;STK4;PARK7;RELA;PIK3CG;BIRC3;EIF2AK3
GO:0043436	oxoacid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0043436	975	78	34.42383583267561	2.2658718330849483	9.832579195290236e-12	1.0509641360012905e-9	191;435;501;642;960;1036;1152;1491;1743;2194;2639;2673;2683;2875;3036;3067;3242;3418;3939;3992;4353;4363;4864;5096;5223;5236;5264;5321;5467;5860;6319;6482;6652;6720;6799;7040;7376;7416;8013;8140;8310;8529;8644;8864;8942;8974;9060;9261;9435;9945;10352;10841;10993;10999;11001;11046;11277;11315;23169;23175;23475;23498;23530;26061;51268;51422;55066;55501;55576;79369;79602;81034;83667;93010;125061;197257;376497;390916	geneontology_Biological_Process	PER2;B4GALT1;ADIPOR2;NR4A3;CTH;B3GNT7;PAPSS2;GFPT2;AFMID;PDPR;ST3GAL1;PHYH;CHST2;HAS1;SLC7A5;SESN2;NUDT19;FASN;GCDH;GFPT1;BLMH;ABCC1;LDHD;TGFB1;SLC27A1;SORD;PPARD;AKR1C3;LDHA;SLC35D1;PCCB;SCD;NR1H2;ACOX3;KYNU;PRKAG2;CKB;ASL;PGM1;CYP4F2;HDC;FADS1;PIPOX;SLC25A32;FTCD;WARS2;VDAC1;CHST12;SLC27A2;DLST;QPRT;SDS;B3GNT4;CD44;P4HA2;LPIN1;HAAO;MAPKAPK2;SLC35D2;PLA2G4A;HACL1;SREBF1;CDO1;AHCY;PARK7;NNT;ALDH7A1;STAB2;MPO;SLC27A4;IDH2;GPT;PGAM1;NPC1;TREX1;QDPR;HPD;SULT1A2
GO:0006082	organic acid metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006082	995	79	35.12996579847408	2.248792397157172	1.0403011785342642e-11	1.1045224379557794e-9	191;435;501;642;960;1036;1152;1491;1743;2194;2639;2673;2683;2875;3036;3067;3242;3418;3939;3992;4353;4363;4864;5096;5223;5236;5264;5321;5467;5860;6319;6482;6652;6720;6776;6799;7040;7376;7416;8013;8140;8310;8529;8644;8864;8942;8974;9060;9261;9435;9945;10352;10841;10993;10999;11001;11046;11277;11315;23169;23175;23475;23498;23530;26061;51268;51422;55066;55501;55576;79369;79602;81034;83667;93010;125061;197257;376497;390916	geneontology_Biological_Process	PER2;B4GALT1;ADIPOR2;NR4A3;CTH;B3GNT7;PAPSS2;GFPT2;AFMID;PDPR;ST3GAL1;PHYH;CHST2;HAS1;SLC7A5;SESN2;NUDT19;FASN;GCDH;GFPT1;BLMH;ABCC1;LDHD;TGFB1;SLC27A1;SORD;PPARD;AKR1C3;LDHA;SLC35D1;PCCB;SCD;NR1H2;ACOX3;KYNU;PRKAG2;CKB;ASL;PGM1;CYP4F2;HDC;FADS1;PIPOX;STAT5A;SLC25A32;FTCD;WARS2;VDAC1;CHST12;SLC27A2;DLST;QPRT;SDS;B3GNT4;CD44;P4HA2;LPIN1;HAAO;MAPKAPK2;SLC35D2;PLA2G4A;HACL1;SREBF1;CDO1;AHCY;PARK7;NNT;ALDH7A1;STAB2;MPO;SLC27A4;IDH2;GPT;PGAM1;NPC1;TREX1;QDPR;HPD;SULT1A2
